Date,Time,ChangeFlag,ACC X,ACC Y,ACC Z,IMU X_RATE,IMU Y_RATE,IMU Z_RATE,          IMU X_OFFSET,IMU Y_OFFSET,IMU Z_OFFSET,IMU ACC_X,IMU ACC_Y,IMU ACC_Z,MS5611 Temperature,MS5611 Pressure,GNSS Lat,GNSS Long,GNSS Alt,GNSS velocity,BME280 Pressure,BME280 Temperature,BME280 Humidity,
32,138:253:65535:0,1,-19,686,329,-1090055594,-537056098,-37870,1090080304,537067088,0,-533,-89,219,1973,101072,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-117,588,134,-1090077346,-537050778,-48860,1090080496,537067088,0,-512,-106,129,1973,101060,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-117,540,-61,-1090049854,-537057008,-47530,1090080304,537067088,0,-519,-65,99,1973,101060,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-68,540,-158,-1090017374,-537084938,-45780,1090080304,537067088,0,-427,17,175,1973,101060,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-68,393,36,-1090041944,-537113778,-12320,1090080304,537067088,0,-596,-21,184,1973,101060,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-19,832,231,-1090081074,-537121758,2660,1090080304,537067088,0,-915,10,166,1973,101072,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,29,1028,36,-1090105486,-537116018,-5250,1090080496,537067088,0,-1151,59,69,1973,101072,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,126,1272,-12,-1090094496,-537124908,-5740,1090080496,537067088,0,-1274,144,123,1972,101067,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,224,1369,36,-1090129556,-537138208,-28140,1090080416,537067088,0,-1270,153,-63,1973,101060,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,126,1369,-158,-1090176974,-537094248,-44030,1090080304,537067088,0,-1249,81,-321,1972,101056,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,78,1320,-451,-1090161930,-537013048,-62510,1090080240,537067088,0,-1210,-48,-467,1973,101060,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-117,1272,-695,-1090116704,-536985958,-64260,1090080304,537067088,0,-976,-61,-469,1972,101056,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-166,930,-793,-1090054620,-537034328,-21560,1090080240,537067088,0,-876,27,-334,1972,101067,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-68,784,-500,-1090043806,-537100058,44030,1090080416,537067088,0,-978,108,-160,1972,101067,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,126,1076,-256,-1090070686,-537131558,66500,1090080416,537067088,0,-1106,179,-120,1972,101067,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,224,1174,-207,-1090082936,-537127568,51520,1090080416,537067088,0,-1142,235,-99,1972,101067,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,273,1272,-158,-1090069776,-537089838,14070,1090080416,537067088,0,-1071,172,-64,1972,101067,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,224,1174,-110,-1090062286,-537057428,-36120,1090080416,537067088,0,-907,140,-3,1972,101067,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,126,979,-110,-1090078106,-537046788,-55020,1090080416,537067088,0,-854,129,-1,1972,101067,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,126,832,-207,-1090075516,-537087598,-63350,1090080416,537067088,0,-710,38,-36,1972,101067,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,29,686,-207,-1090079436,-537113778,-49700,1090080416,537067088,0,-621,-46,-92,1972,101067,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-68,686,-256,-1090060956,-537096908,-54110,1090080416,537067088,0,-692,-130,-35,1972,101067,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-117,784,-158,-1090037646,-537075628,-63840,1090080416,537067088,0,-744,-128,114,1972,101079,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-117,637,85,-1090054148,-537075138,-36540,1090080608,537067088,0,-748,-66,229,1972,101067,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-166,540,231,-1090124726,-537108878,49350,1090080416,537067088,0,-1134,-154,99,1971,101075,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-263,1272,-12,-1090185964,-537118678,67340,1090080544,537067088,0,-1756,-263,-333,1971,101063,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-166,2199,-500,-1090204672,-537059178,19810,1090080352,537067088,0,-2124,-184,-645,1971,101063,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-68,2345,-939,-1090123822,-536985048,-26880,1090080352,537067088,0,-2150,-86,-634,1971,101075,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-68,2150,-939,-1090049254,-537009968,-43610,1090080544,537067088,0,-1853,-185,-455,1971,101063,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-312,1808,-695,-1090065722,-537082698,-12320,1090080352,537067088,0,-1517,-409,-382,1971,101075,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-507,1320,-305,-1090118694,-537103138,29960,1090080544,537067088,0,-1326,-427,-337,1971,101063,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-68,1760,-549,-134193061,-32970,-1090102332,134241501,0,1090080352,-1321,-161,-261,1970,101070,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-263,393,-354,-134138951,-15190,-1090038184,134241501,0,1090080464,-548,-174,-13,1970,101070,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-263,832,-61,-536791318,-13860,-537028300,536872728,0,537067080,-681,-182,70,1970,101059,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-166,832,36,-536800068,-10290,-537056510,536872728,0,537067080,-615,-161,91,1969,101066,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-117,735,-61,-536795728,6090,-537076740,536872728,0,537067080,-485,-176,92,1969,101078,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-214,491,36,-536782498,26950,-537090390,536872728,0,537067080,-341,-213,145,1969,101078,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-214,296,-12,-536777668,40320,-537088220,536872728,0,537067080,-298,-232,201,1969,101078,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-214,296,134,-536790408,37660,-537074080,536872728,0,537067080,-407,-204,200,1969,101066,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-166,540,85,-536812388,14560,-537067920,536872728,0,537067080,-607,-147,160,1969,101078,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-214,686,36,-536815468,-15190,-537056930,536872728,0,537067080,-817,-141,115,1969,101055,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-166,930,-12,-536812388,-36960,-537056510,536872728,0,537067080,-1029,-101,144,1969,101078,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-214,1223,134,-536842768,-43610,-537061340,536872728,0,537067080,-1284,-213,138,1969,101066,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-166,1320,182,-536889318,-26250,-537047690,536872728,0,537067080,-1552,-271,61,1969,101078,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-214,1662,-12,-536884978,-1400,-537040690,536872728,0,537067080,-1912,-54,186,1969,101066,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,78,2248,36,-536869998,10080,-537073660,536872728,0,537067080,-2038,42,10,1969,101078,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,126,2296,-61,-536902128,45150,-537128680,536872728,0,537067080,-2027,15,-183,1969,101078,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,29,2101,-256,-536928448,77560,-537123570,536872728,0,537067080,-1927,-22,-435,1969,101078,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-117,1955,-646,-536942098,75320,-537114610,536872728,0,537067080,-1950,-81,-589,1969,101078,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-68,1857,-890,-536919698,52290,-537095710,536872728,0,537067080,-1851,-142,-614,1969,101062,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-214,1760,-890,-536873078,30940,-537096410,536872728,0,537067080,-1591,-177,-503,1969,101078,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-263,1418,-695,-536824288,17220,-537052100,536872728,0,537067080,-1359,-167,-309,1969,101074,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-214,1369,-256,-536801398,7420,-537041950,536872728,0,537067080,-1246,-216,-12,1969,101090,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-214,1320,-110,-536833038,5250,-537037120,536872728,0,537067080,-1189,-236,-63,1969,101078,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-263,1272,-110,-536851098,14140,-537030960,536872728,0,537067080,-1206,-213,-95,1969,101074,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-214,1223,-256,-536832198,32760,-537031870,536872728,0,537067080,-1245,-188,-80,1969,101078,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-166,1320,-207,-536819458,44730,-537048600,536872728,0,537067080,-1220,-192,-14,1969,101074,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-214,1272,-61,-536837028,42980,-537067500,536872728,0,537067080,-1105,-251,5,1969,101074,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-312,1076,-158,-536858588,25200,-537063510,536872728,0,537067080,-1012,-301,-61,1969,101078,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-312,1028,-158,-536862998,17640,-537055600,536872728,0,537067080,-975,-367,-165,1969,101074,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-458,1028,-354,-536848928,9240,-537061760,536872728,0,537067080,-948,-392,-228,1969,101074,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-458,979,-402,-536826878,16310,-537061760,536872728,0,537067080,-925,-428,-253,1969,101062,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-458,979,-500,-536807558,35560,-537063510,536872728,0,537067080,-888,-447,-274,1969,101074,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-458,930,-451,-536804478,15470,-537053430,536872728,0,537067080,-869,-449,-299,1969,101074,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-458,930,-500,-536799228,-1400,-537048110,536872728,0,537067080,-898,-437,-336,1969,101085,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-410,930,-549,-536785998,-2170,-537038870,536872728,0,537067080,-924,-452,-378,1969,101074,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-507,979,-646,-536782918,-14280,-537044190,536872728,0,537067080,-927,-449,-422,1969,101074,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-458,979,-646,-536768008,-3640,-537044610,536872728,0,537067080,-934,-413,-445,1969,101085,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-361,979,-598,-536757018,7420,-537045940,536872728,0,537067080,-929,-411,-472,1968,101069,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-410,930,-646,-536757018,1260,-537049930,536872728,0,537067080,-902,-412,-496,1969,101074,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-410,979,-695,-536750858,-3220,-537053430,536872728,0,537067080,-844,-404,-514,1968,101069,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-410,881,-744,-536736368,3920,-537049930,536872728,0,537067080,-787,-380,-476,1968,101069,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-361,784,-598,-536742458,13650,-537043700,536872728,0,537067080,-816,-421,-470,1969,101085,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-458,881,-598,-536751698,17220,-537038450,536872728,0,537067080,-845,-427,-494,1969,101085,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-410,881,-646,-536741618,4760,-537040200,536872728,0,537067080,-870,-395,-499,1969,101085,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-410,930,-695,-536734548,5250,-537043280,536872728,0,537067080,-916,-395,-487,1969,101085,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-458,1028,-598,-536738958,8330,-537046360,536872728,0,537067080,-987,-378,-504,1968,101081,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-410,1028,-646,-536741198,12320,-537045030,536872728,0,537067080,-1054,-334,-542,1968,101069,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-361,1174,-793,-536733288,3430,-537046360,536872728,0,537067080,-1135,-291,-544,1968,101069,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-263,1272,-695,-536726638,10080,-537052100,536872728,0,537067080,-1153,-266,-514,1968,101081,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-263,1223,-695,-536724468,5250,-537064840,536872728,0,537067080,-1121,-218,-480,1968,101069,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-166,1223,-646,-536721388,-560,-537069670,536872728,0,537067080,-1073,-168,-420,1968,101069,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-166,1125,-549,-536716978,3920,-537074080,536872728,0,537067080,-1027,-154,-350,1968,101069,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-166,1076,-451,-536719218,10570,-537086890,536872728,0,537067080,-961,-153,-283,1968,101069,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-117,979,-354,-536731048,23450,-537095220,536872728,0,537067080,-903,-161,-265,1968,101069,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-214,930,-354,-536738538,36750,-537093050,536872728,0,537067080,-867,-151,-238,1968,101081,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-166,930,-305,-536736788,38080,-537095710,536872728,0,537067080,-823,-152,-215,1968,101069,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-214,881,-305,-536743788,43400,-537097880,536872728,0,537067080,-787,-186,-195,1968,101069,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-214,784,-305,-536754778,38500,-537090390,536872728,0,537067080,-785,-219,-218,1968,101069,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-263,930,-402,-536760098,35420,-537087730,536872728,0,537067080,-779,-241,-250,1968,101069,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-312,832,-402,-536753448,27860,-537080730,536872728,0,537067080,-794,-265,-259,1968,101069,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-312,832,-402,-536745118,27440,-537067500,536872728,0,537067080,-834,-272,-248,1968,101081,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-263,930,-402,-536727128,21210,-537071000,536872728,0,537067080,-865,-265,-199,1968,101069,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-214,881,-402,-536702908,23870,-537078070,536872728,0,537067080,-897,-263,-181,1968,101081,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-263,1028,-451,-536662028,24290,-537083810,536872728,0,537067080,-955,-248,-356,1968,101069,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-263,1125,-158,-536684008,47810,-537092140,536872728,0,537067080,-1033,-325,-138,1968,101081,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-312,1125,36,-536782358,74900,-537116780,536872728,0,537067080,-1023,-291,-147,1968,101069,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-312,1125,-207,-536811968,70000,-537123430,536872728,0,537067080,-1011,-298,-319,1968,101081,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-361,1028,-695,-536800558,47390,-537111110,536872728,0,537067080,-994,-363,-469,1968,101081,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-410,1028,-646,-536795658,46970,-537100540,536872728,0,537067080,-964,-430,-538,1968,101081,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-458,930,-695,-536786488,58940,-537093470,536872728,0,537067080,-887,-474,-531,1968,101081,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-458,832,-646,-536785158,79800,-537087730,536872728,0,537067080,-822,-450,-506,1967,101077,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-507,832,-646,-536780328,76650,-537068830,536872728,0,537067080,-870,-460,-521,1968,101069,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-507,930,-646,-536798318,68250,-537055180,536872728,0,537067080,-918,-483,-562,1967,101065,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-507,979,-695,-536792158,79310,-537058680,536872728,0,537067080,-847,-447,-553,1967,101065,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-458,930,-744,-536772418,94850,-537049860,536872728,0,537067080,-842,-385,-552,1968,101069,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-458,832,-744,-536760098,84210,-537034460,536872728,0,537067080,-888,-335,-565,1967,101077,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-361,930,-793,-536748618,65170,-537034460,536872728,0,537067080,-889,-342,-578,1967,101065,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-361,979,-793,-536727128,53130,-537060430,536872728,0,537067080,-737,-413,-590,1967,101077,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-458,784,-842,-536715648,60270,-537065330,536872728,0,537067080,-569,-511,-656,1967,101077,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-654,491,-744,-536725798,58940,-537037120,536872728,0,537067080,-444,-569,-676,1968,101069,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-605,393,-939,-536720058,39830,-537009820,536872728,0,537067080,-397,-556,-697,1967,101077,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-556,344,-939,-536698498,16800,-536986020,536872728,0,537067080,-435,-501,-688,1968,101069,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-458,491,-890,-536655868,30520,-536972440,536872728,0,537067080,-529,-358,-542,1967,101077,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-361,637,-646,-536627728,45640,-536957880,536872728,0,537067080,-716,-232,-372,1967,101065,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-117,735,-451,-536631718,44310,-536951720,536872728,0,537067080,-901,-129,-214,1967,101065,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-68,1076,-207,-536654538,28280,-536960050,536872728,0,537067080,-1032,-85,-86,1967,101065,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-19,1174,-207,-536670848,18550,-536973700,536872728,0,537067080,-1103,-82,-22,1967,101065,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-68,1223,-110,-536681838,26950,-537005830,536872728,0,537067080,-1117,-105,-1,1967,101065,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-19,1223,-12,-536706408,47390,-537033130,536872728,0,537067080,-1079,-142,4,1967,101065,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-68,1125,-61,-536728388,61180,-537051680,536872728,0,537067080,-1008,-189,-35,1967,101077,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-166,1076,-110,-536743368,60270,-537064420,536872728,0,537067080,-920,-225,-99,1967,101077,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-263,930,-207,-536746028,50960,-537053850,536872728,0,537067080,-848,-255,-163,1967,101077,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-361,784,-256,-536772838,42490,-537038450,536872728,0,537067080,-825,-282,-197,1967,101077,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-361,881,-207,-536807978,23450,-537024800,536872728,0,537067080,-880,-290,-228,1967,101065,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-263,979,-451,-536813718,4340,-537026970,536872728,0,537067080,-907,-247,-263,1967,101065,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-166,930,-549,-536779838,-1400,-537037120,536872728,0,537067080,-918,-215,-294,1967,101077,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-166,1028,-598,-536733708,12320,-537044610,536872728,0,537067080,-899,-194,-280,1966,101073,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-263,979,-500,-536692828,23450,-537055180,536872728,0,537067080,-878,-197,-241,1967,101065,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-166,930,-402,-536677848,29610,-537061340,536872728,0,537067080,-838,-210,-200,1967,101065,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-214,979,-354,-536688838,26110,-537052940,536872728,0,537067080,-794,-238,-194,1967,101077,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-263,784,-256,-536746308,20300,-537050350,536872728,0,537067080,-752,-285,-204,1967,101065,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-361,735,-110,-536791318,26110,-537044190,536872728,0,537067080,-777,-284,-268,1967,101077,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-312,735,-500,-536807978,31850,-537022560,536872728,0,537067080,-869,-250,-367,1967,101077,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-263,930,-598,-536773678,33180,-537018220,536872728,0,537067080,-943,-189,-389,1967,101065,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-214,979,-646,-536735038,27440,-537015980,536872728,0,537067080,-964,-129,-299,1966,101061,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-166,1028,-354,-536722718,24780,-537009400,536872728,0,537067080,-982,-104,-166,1967,101065,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-68,1028,-256,-536737208,21210,-537004990,536872728,0,537067080,-998,-91,-77,1966,101061,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-68,1076,-110,-536757858,19880,-537013810,536872728,0,537067080,-1012,-107,-27,1967,101065,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-117,1125,-110,-536768848,26530,-537023470,536872728,0,537067080,-1009,-132,-8,1966,101073,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-117,1076,-110,-536782918,34510,-537033620,536872728,0,537067080,-1000,-186,0,1967,101077,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-166,1028,-61,-536791318,36260,-537041530,536872728,0,537067080,-979,-223,-5,1966,101073,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-263,1028,-110,-536805388,41650,-537039780,536872728,0,537067080,-1013,-253,-30,1966,101073,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-214,1076,-158,-536810638,34510,-537041950,536872728,0,537067080,-1027,-296,-58,1967,101065,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-312,1076,-158,-536812388,31850,-537055600,536872728,0,537067080,-1026,-325,-76,1966,101073,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-312,1076,-207,-536816378,34090,-537067500,536872728,0,537067080,-990,-342,-86,1966,101073,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-312,1028,-207,-536816378,41160,-537069250,536872728,0,537067080,-958,-379,-96,1966,101073,65384,8194,1,0,16,1,536871680,
64,138:253:65535:0,1,-361,1028,-256,-536820298,40740,-537072330,536872728,0,537067080,-943,-387,-112,1966,101073,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-410,930,-207,-536818968,32760,-537071910,536872728,0,537067080,-908,-394,-123,1966,101073,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-458,979,-207,-536807558,26530,-537061760,536872728,0,537067080,-900,-401,-103,1966,101073,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-458,930,-256,-536808468,23870,-537048600,536872728,0,537067080,-938,-381,-99,1966,101073,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-361,1028,-207,-536812388,16800,-537041110,536872728,0,537067080,-1010,-354,-102,1966,101073,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-361,1125,-256,-536813718,12320,-537044190,536872728,0,537067080,-1052,-315,-93,1966,101073,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-312,1125,-256,-536812808,22960,-537054760,536872728,0,537067080,-1068,-304,-85,1966,101061,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-263,1125,-158,-536803288,24780,-537060430,536872728,0,537067080,-1064,-296,-99,1966,101073,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-263,1076,-207,-536822538,27440,-537060430,536872728,0,537067080,-1032,-287,-101,1966,101073,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-312,1028,-207,-536823798,22540,-537057350,536872728,0,537067080,-1004,-272,-113,1966,101073,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-312,1028,-256,-536824288,20790,-537058260,536872728,0,537067080,-978,-254,-114,1966,101073,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-312,1076,-305,-536832198,16310,-537053430,536872728,0,537067080,-976,-255,-125,1966,101073,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-263,979,-256,-536829958,11410,-537046360,536872728,0,537067080,-952,-236,-129,1967,101077,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-263,1028,-305,-536835698,7000,-537044190,536872728,0,537067080,-971,-223,-138,1967,101077,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-214,1028,-207,-536839688,3430,-537041110,536872728,0,537067080,-970,-202,-129,1966,101073,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-166,1028,-256,-536838358,4340,-537049860,536872728,0,537067080,-959,-186,-108,1966,101073,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-214,1028,-305,-536831778,1680,-537045030,536872728,0,537067080,-950,-183,-95,1966,101073,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-214,1076,-207,-536838358,4340,-537044190,536872728,0,537067080,-962,-162,-103,1966,101073,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-166,979,-207,-536854598,-4970,-537043280,536872728,0,537067080,-993,-151,-109,1966,101073,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-166,1028,-305,-536859428,-9450,-537045520,536872728,0,537067080,-1012,-150,-123,1966,101073,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-117,1028,-256,-536860758,-8960,-537055600,536872728,0,537067080,-1022,-150,-130,1966,101073,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-117,1076,-256,-536864258,-11830,-537063510,536872728,0,537067080,-1016,-148,-122,1966,101073,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-166,1125,-256,-536868248,8330,-537068410,536872728,0,537067080,-988,-152,-126,1966,101084,65384,8194,1,0,16,1,536871680,
0,138:253:65535:0,1,-214,1028,-256,-536869998,7000,-537073240,536872728,0,537067080,-962,-161,-127,1966,101061,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-166,979,-256,-536868668,6580,-537078910,536872728,0,537067080,-944,-169,-112,1965,101080,65384,8194,1,0,16,1,536871680,
8,138:253:65535:0,1,-166,930,-207,-536869998,7420,-537069670,536872728,0,537067080,-934,-182,-113,1966,101084,65384,8194,1,0,16,1,536871680,
32,138:253:65535:0,1,-117,979,-256,-536868248,3920,-537071910,536872728,0,537067080,-912,-192,-106,1966,101061,65384,8194,1,0,16,1,536871680,
